id,level,order,source_order,character,meanings,readings,strokes,grade,frequency_rank,classical_radical_numbers,radical_names,components,atomic_component,example_words,provenance
n5-kanji-0050,N5,50,50,名,"[""name"", ""noted"", ""distinguished"", ""reputation""]","{""onyomi"": [""メイ"", ""ミョウ""], ""kunyomi"": [""な"", ""-な""], ""nanori"": [""と""]}",6,1,177,[30],[],"[{""symbol"": ""口"", ""meanings"": [""mouth""]}, {""symbol"": ""夕"", ""meanings"": [""evening""]}]",False,"[{""written_raw"": ""名前"", ""written_furigana"": ""{名前}(なまえ)"", ""reading"": ""なまえ"", ""meanings"": [""name""]}, {""written_raw"": ""片仮名"", ""written_furigana"": ""{片仮名}(かたかな)"", ""reading"": ""かたかな"", ""meanings"": [""katakana""]}, {""written_raw"": ""平仮名"", ""written_furigana"": ""{平仮名}(ひらがな)"", ""reading"": ""ひらがな"", ""meanings"": [""hiragana""]}, {""written_raw"": ""有名"", ""written_furigana"": ""{有名}(ゆうめい)"", ""reading"": ""ゆうめい"", ""meanings"": [""famous""]}]","{""level_map"": ""Bluskyo/JLPT_Vocabulary (Jonathan Waller/Tanos)"", ""dictionary"": ""KANJIDIC2"", ""components"": ""KRADFILE visible components""}"
n5-kanji-0051,N5,51,51,川,"[""stream"", ""river"", ""river or three-stroke river radical (no. 47)""]","{""onyomi"": [""セン""], ""kunyomi"": [""かわ""], ""nanori"": [""か"", ""こ"", ""さわ""]}",3,1,181,[47],"[""さんぼんがわ""]",[],True,"[{""written_raw"": ""川"", ""written_furigana"": ""{川}(かわ)"", ""reading"": ""かわ"", ""meanings"": [""river""]}]","{""level_map"": ""Bluskyo/JLPT_Vocabulary (Jonathan Waller/Tanos)"", ""dictionary"": ""KANJIDIC2"", ""components"": ""KRADFILE visible components""}"
n5-kanji-0052,N5,52,52,千,"[""thousand""]","{""onyomi"": [""セン""], ""kunyomi"": [""ち""], ""nanori"": [""かず"", ""ゆき""]}",3,1,195,[24],[],"[{""symbol"": ""ノ"", ""meanings"": []}, {""symbol"": ""十"", ""meanings"": [""ten""]}]",False,"[{""written_raw"": ""千"", ""written_furigana"": ""{千}(せん)"", ""reading"": ""せん"", ""meanings"": [""thousand""]}]","{""level_map"": ""Bluskyo/JLPT_Vocabulary (Jonathan Waller/Tanos)"", ""dictionary"": ""KANJIDIC2"", ""components"": ""KRADFILE visible components""}"
n5-kanji-0053,N5,53,53,水,"[""water""]","{""onyomi"": [""スイ""], ""kunyomi"": [""みず"", ""みず-""], ""nanori"": [""うず"", ""ずみ"", ""つ"", ""ど"", ""み"", ""みさ"", ""みつ"", ""みな"", ""みん""]}",4,1,223,[85],[],[],True,"[{""written_raw"": ""水"", ""written_furigana"": ""{水}(みず)"", ""reading"": ""みず"", ""meanings"": [""water""]}, {""written_raw"": ""水曜日"", ""written_furigana"": ""{水曜日}(すいようび)"", ""reading"": ""すいようび"", ""meanings"": [""Wednesday""]}]","{""level_map"": ""Bluskyo/JLPT_Vocabulary (Jonathan Waller/Tanos)"", ""dictionary"": ""KANJIDIC2"", ""components"": ""KRADFILE visible components""}"
n5-kanji-0054,N5,54,54,半,"[""half"", ""middle"", ""odd number"", ""semi-"", ""part-""]","{""onyomi"": [""ハン""], ""kunyomi"": [""なか.ば""], ""nanori"": [""は""]}",5,2,224,[24],[],"[{""symbol"": ""｜"", ""meanings"": []}, {""symbol"": ""二"", ""meanings"": [""two"", ""two radical (no. 7)""]}, {""symbol"": ""并"", ""meanings"": [""put together""]}, {""symbol"": ""十"", ""meanings"": [""ten""]}]",False,"[{""written_raw"": ""半"", ""written_furigana"": ""{半}(はん)"", ""reading"": ""はん"", ""meanings"": [""half (e.g., にじはん | half-past two)""]}, {""written_raw"": ""半分"", ""written_furigana"": ""{半分}(はんぶん)"", ""reading"": ""はんぶん"", ""meanings"": [""half""]}]","{""level_map"": ""Bluskyo/JLPT_Vocabulary (Jonathan Waller/Tanos)"", ""dictionary"": ""KANJIDIC2"", ""components"": ""KRADFILE visible components""}"
n5-kanji-0055,N5,55,55,男,"[""male""]","{""onyomi"": [""ダン"", ""ナン""], ""kunyomi"": [""おとこ"", ""お""], ""nanori"": [""み""]}",7,1,240,[102],[],"[{""symbol"": ""田"", ""meanings"": [""rice field"", ""rice paddy""]}, {""symbol"": ""力"", ""meanings"": [""power"", ""strength"", ""strong""]}]",False,"[{""written_raw"": ""男の子"", ""written_furigana"": ""{男}(おとこ)の{子}(こ)"", ""reading"": ""おとこのこ"", ""meanings"": [""boy""]}, {""written_raw"": ""男"", ""written_furigana"": ""{男}(おとこ)"", ""reading"": ""おとこ"", ""meanings"": [""man"", ""male""]}]","{""level_map"": ""Bluskyo/JLPT_Vocabulary (Jonathan Waller/Tanos)"", ""dictionary"": ""KANJIDIC2"", ""components"": ""KRADFILE visible components""}"
n5-kanji-0056,N5,56,56,西,"[""west"", ""Spain""]","{""onyomi"": [""セイ"", ""サイ"", ""ス""], ""kunyomi"": [""にし""], ""nanori"": [""いり"", ""ひし"", ""むら""]}",6,2,259,[146],[],[],True,"[{""written_raw"": ""西"", ""written_furigana"": ""{西}(にし)"", ""reading"": ""にし"", ""meanings"": [""west""]}]","{""level_map"": ""Bluskyo/JLPT_Vocabulary (Jonathan Waller/Tanos)"", ""dictionary"": ""KANJIDIC2"", ""components"": ""KRADFILE visible components""}"
n5-kanji-0057,N5,57,57,電,"[""electricity""]","{""onyomi"": [""デン""], ""kunyomi"": [], ""nanori"": []}",13,2,268,[173],[],"[{""symbol"": ""雨"", ""meanings"": [""rain""]}, {""symbol"": ""田"", ""meanings"": [""rice field"", ""rice paddy""]}, {""symbol"": ""乙"", ""meanings"": [""the latter"", ""duplicate"", ""strange""]}]",False,"[{""written_raw"": ""電話"", ""written_furigana"": ""{電話}(でんわ)"", ""reading"": ""でんわ"", ""meanings"": [""a telephone""]}, {""written_raw"": ""電気"", ""written_furigana"": ""{電気}(でんき)"", ""reading"": ""でんき"", ""meanings"": [""electricity"", ""(electric) light""]}, {""written_raw"": ""電車"", ""written_furigana"": ""{電車}(でんしゃ)"", ""reading"": ""でんしゃ"", ""meanings"": [""electric train""]}]","{""level_map"": ""Bluskyo/JLPT_Vocabulary (Jonathan Waller/Tanos)"", ""dictionary"": ""KANJIDIC2"", ""components"": ""KRADFILE visible components""}"
n5-kanji-0058,N5,58,58,校,"[""exam"", ""school"", ""printing"", ""proof"", ""correction""]","{""onyomi"": [""コウ"", ""キョウ""], ""kunyomi"": [], ""nanori"": [""めん""]}",10,1,294,[75],[],"[{""symbol"": ""父"", ""meanings"": [""father""]}, {""symbol"": ""木"", ""meanings"": [""tree"", ""wood""]}, {""symbol"": ""亠"", ""meanings"": [""kettle lid radical (no. 8)""]}]",False,"[{""written_raw"": ""学校"", ""written_furigana"": ""{学校}(がっこう)"", ""reading"": ""がっこう"", ""meanings"": [""a school""]}]","{""level_map"": ""Bluskyo/JLPT_Vocabulary (Jonathan Waller/Tanos)"", ""dictionary"": ""KANJIDIC2"", ""components"": ""KRADFILE visible components""}"
n5-kanji-0059,N5,59,59,語,"[""word"", ""speech"", ""language""]","{""onyomi"": [""ゴ""], ""kunyomi"": [""かた.る"", ""かた.らう""], ""nanori"": []}",14,2,301,[149],[],"[{""symbol"": ""言"", ""meanings"": [""say"", ""word""]}, {""symbol"": ""口"", ""meanings"": [""mouth""]}, {""symbol"": ""五"", ""meanings"": [""five""]}]",False,"[{""written_raw"": ""英語"", ""written_furigana"": ""{英語}(えいご)"", ""reading"": ""えいご"", ""meanings"": [""English (language)""]}, {""written_raw"": ""〜語"", ""written_furigana"": ""〜{語}(ご)"", ""reading"": ""〜ご"", ""meanings"": [""word"", ""language""]}]","{""level_map"": ""Bluskyo/JLPT_Vocabulary (Jonathan Waller/Tanos)"", ""dictionary"": ""KANJIDIC2"", ""components"": ""KRADFILE visible components""}"
n5-kanji-0060,N5,60,60,土,"[""soil"", ""earth"", ""ground"", ""Turkey""]","{""onyomi"": [""ド"", ""ト""], ""kunyomi"": [""つち""], ""nanori"": [""つく"", ""は"", ""ひじ""]}",3,1,307,[32],[],[],True,"[{""written_raw"": ""土曜日"", ""written_furigana"": ""{土曜日}(どようび)"", ""reading"": ""どようび"", ""meanings"": [""Saturday""]}]","{""level_map"": ""Bluskyo/JLPT_Vocabulary (Jonathan Waller/Tanos)"", ""dictionary"": ""KANJIDIC2"", ""components"": ""KRADFILE visible components""}"
n5-kanji-0061,N5,61,61,木,"[""tree"", ""wood""]","{""onyomi"": [""ボク"", ""モク""], ""kunyomi"": [""き"", ""こ-""], ""nanori"": [""ぐ"", ""も"", ""もと""]}",4,1,317,[75],[],[],True,"[{""written_raw"": ""木曜日"", ""written_furigana"": ""{木曜日}(もくようび)"", ""reading"": ""もくようび"", ""meanings"": [""Thursday""]}, {""written_raw"": ""木"", ""written_furigana"": ""{木}(き)"", ""reading"": ""き"", ""meanings"": [""tree"", ""wood"", ""timber""]}]","{""level_map"": ""Bluskyo/JLPT_Vocabulary (Jonathan Waller/Tanos)"", ""dictionary"": ""KANJIDIC2"", ""components"": ""KRADFILE visible components""}"
n5-kanji-0062,N5,62,62,聞,"[""hear"", ""ask"", ""listen""]","{""onyomi"": [""ブン"", ""モン""], ""kunyomi"": [""き.く"", ""き.こえる""], ""nanori"": []}",14,2,319,[128],[],"[{""symbol"": ""耳"", ""meanings"": [""ear""]}, {""symbol"": ""門"", ""meanings"": [""gate"", ""counter for cannons""]}]",False,"[{""written_raw"": ""新聞"", ""written_furigana"": ""{新聞}(しんぶん)"", ""reading"": ""しんぶん"", ""meanings"": [""newspaper""]}, {""written_raw"": ""聞く"", ""written_furigana"": ""{聞}(き)く"", ""reading"": ""きく"", ""meanings"": [""to hear"", ""to listen"", ""to ask""]}]","{""level_map"": ""Bluskyo/JLPT_Vocabulary (Jonathan Waller/Tanos)"", ""dictionary"": ""KANJIDIC2"", ""components"": ""KRADFILE visible components""}"
n5-kanji-0063,N5,63,63,食,"[""eat"", ""food""]","{""onyomi"": [""ショク"", ""ジキ""], ""kunyomi"": [""く.う"", ""く.らう"", ""た.べる"", ""は.む""], ""nanori"": [""ぐい""]}",9,2,328,[184],[],[],True,"[{""written_raw"": ""食べ物"", ""written_furigana"": ""{食}(た)べ{物}(もの)"", ""reading"": ""たべもの"", ""meanings"": [""food""]}, {""written_raw"": ""食堂"", ""written_furigana"": ""{食堂}(しょくどう)"", ""reading"": ""しょくどう"", ""meanings"": [""cafeteria"", ""dining hall""]}, {""written_raw"": ""食べる"", ""written_furigana"": ""{食}(た)べる"", ""reading"": ""たべる"", ""meanings"": [""to eat""]}]","{""level_map"": ""Bluskyo/JLPT_Vocabulary (Jonathan Waller/Tanos)"", ""dictionary"": ""KANJIDIC2"", ""components"": ""KRADFILE visible components""}"
n5-kanji-0064,N5,64,64,車,"[""car""]","{""onyomi"": [""シャ""], ""kunyomi"": [""くるま""], ""nanori"": [""くら"", ""くろま""]}",7,1,333,[159],[],[],True,"[{""written_raw"": ""自転車"", ""written_furigana"": ""{自転車}(じてんしゃ)"", ""reading"": ""じてんしゃ"", ""meanings"": [""bicycle""]}, {""written_raw"": ""電車"", ""written_furigana"": ""{電車}(でんしゃ)"", ""reading"": ""でんしゃ"", ""meanings"": [""electric train""]}, {""written_raw"": ""車"", ""written_furigana"": ""{車}(くるま)"", ""reading"": ""くるま"", ""meanings"": [""car"", ""vehicle""]}, {""written_raw"": ""自動車"", ""written_furigana"": ""{自動車}(じどうしゃ)"", ""reading"": ""じどうしゃ"", ""meanings"": [""automobile""]}]","{""level_map"": ""Bluskyo/JLPT_Vocabulary (Jonathan Waller/Tanos)"", ""dictionary"": ""KANJIDIC2"", ""components"": ""KRADFILE visible components""}"
n5-kanji-0065,N5,65,65,何,"[""what""]","{""onyomi"": [""カ""], ""kunyomi"": [""なに"", ""なん"", ""なに-"", ""なん-""], ""nanori"": [""あが""]}",7,2,340,[9],[],"[{""symbol"": ""化"", ""meanings"": [""change"", ""take the form of"", ""influence""]}, {""symbol"": ""口"", ""meanings"": [""mouth""]}, {""symbol"": ""亅"", ""meanings"": [""feathered stick"", ""barb radical (no. 6)""]}, {""symbol"": ""一"", ""meanings"": [""one"", ""one radical (no.1)""]}]",False,"[{""written_raw"": ""何"", ""written_furigana"": ""{何}(なん)"", ""reading"": ""なん"", ""meanings"": [""what""]}, {""written_raw"": ""何〜"", ""written_furigana"": ""{何}(なん)〜"", ""reading"": ""なん〜"", ""meanings"": [""what sort of ~""]}]","{""level_map"": ""Bluskyo/JLPT_Vocabulary (Jonathan Waller/Tanos)"", ""dictionary"": ""KANJIDIC2"", ""components"": ""KRADFILE visible components""}"
n5-kanji-0066,N5,66,66,南,"[""south""]","{""onyomi"": [""ナン"", ""ナ""], ""kunyomi"": [""みなみ""], ""nanori"": [""なみ"", ""は"", ""みな"", ""みまみ""]}",9,2,341,[24],[],"[{""symbol"": ""干"", ""meanings"": [""dry"", ""parch"", ""ebb""]}, {""symbol"": ""十"", ""meanings"": [""ten""]}, {""symbol"": ""并"", ""meanings"": [""put together""]}, {""symbol"": ""冂"", ""meanings"": [""upside-down box radical (no. 13)""]}]",False,"[{""written_raw"": ""南"", ""written_furigana"": ""{南}(みなみ)"", ""reading"": ""みなみ"", ""meanings"": [""South""]}]","{""level_map"": ""Bluskyo/JLPT_Vocabulary (Jonathan Waller/Tanos)"", ""dictionary"": ""KANJIDIC2"", ""components"": ""KRADFILE visible components""}"
n5-kanji-0067,N5,67,67,万,"[""ten thousand"", ""10,000""]","{""onyomi"": [""マン"", ""バン""], ""kunyomi"": [""よろず""], ""nanori"": [""かず"", ""ま"", ""ゆる""]}",3,2,375,[1],[],"[{""symbol"": ""｜"", ""meanings"": []}, {""symbol"": ""ノ"", ""meanings"": []}, {""symbol"": ""一"", ""meanings"": [""one"", ""one radical (no.1)""]}]",False,"[{""written_raw"": ""万"", ""written_furigana"": ""{万}(まん)"", ""reading"": ""まん"", ""meanings"": [""ten thousand""]}, {""written_raw"": ""万年筆"", ""written_furigana"": ""{万年筆}(まんねんひつ)"", ""reading"": ""まんねんひつ"", ""meanings"": [""fountain pen""]}]","{""level_map"": ""Bluskyo/JLPT_Vocabulary (Jonathan Waller/Tanos)"", ""dictionary"": ""KANJIDIC2"", ""components"": ""KRADFILE visible components""}"
n5-kanji-0068,N5,68,68,毎,"[""every""]","{""onyomi"": [""マイ""], ""kunyomi"": [""ごと"", ""-ごと.に""], ""nanori"": [""つね""]}",6,2,436,[80],[],"[{""symbol"": ""母"", ""meanings"": [""mother""]}, {""symbol"": ""毋"", ""meanings"": [""do not"", ""must not"", ""be not""]}, {""symbol"": ""乞"", ""meanings"": [""beg"", ""invite"", ""ask""]}]",False,"[{""written_raw"": ""毎日"", ""written_furigana"": ""{毎日}(まいにち)"", ""reading"": ""まいにち"", ""meanings"": [""every day""]}, {""written_raw"": ""毎晩"", ""written_furigana"": ""{毎晩}(まいばん)"", ""reading"": ""まいばん"", ""meanings"": [""every night""]}, {""written_raw"": ""毎週"", ""written_furigana"": ""{毎週}(まいしゅう)"", ""reading"": ""まいしゅう"", ""meanings"": [""every week""]}, {""written_raw"": ""毎朝"", ""written_furigana"": ""{毎朝}(まいあさ)"", ""reading"": ""まいあさ"", ""meanings"": [""every morning""]}, {""written_raw"": ""毎月"", ""written_furigana"": ""{毎月}(まいげつ)"", ""reading"": ""まいげつ"", ""meanings"": [""every month"", ""monthly""]}]","{""level_map"": ""Bluskyo/JLPT_Vocabulary (Jonathan Waller/Tanos)"", ""dictionary"": ""KANJIDIC2"", ""components"": ""KRADFILE visible components""}"
n5-kanji-0069,N5,69,69,白,"[""white""]","{""onyomi"": [""ハク"", ""ビャク""], ""kunyomi"": [""しろ"", ""しら-"", ""しろ.い""], ""nanori"": [""あき"", ""か"", ""はっ""]}",5,1,483,[106],[],[],True,"[{""written_raw"": ""面白い"", ""written_furigana"": ""{面白}(おもしろ)い"", ""reading"": ""おもしろい"", ""meanings"": [""interesting"", ""amusing""]}, {""written_raw"": ""白い"", ""written_furigana"": ""{白}(しろ)い"", ""reading"": ""しろい"", ""meanings"": [""white""]}, {""written_raw"": ""白"", ""written_furigana"": ""{白}(しろ)"", ""reading"": ""しろ"", ""meanings"": [""white""]}]","{""level_map"": ""Bluskyo/JLPT_Vocabulary (Jonathan Waller/Tanos)"", ""dictionary"": ""KANJIDIC2"", ""components"": ""KRADFILE visible components""}"
n5-kanji-0070,N5,70,70,天,"[""heavens"", ""sky"", ""imperial""]","{""onyomi"": [""テン""], ""kunyomi"": [""あまつ"", ""あめ"", ""あま-""], ""nanori"": [""あき"", ""あも"", ""た"", ""たかし"", ""て"", ""なま""]}",4,1,512,[37],[],"[{""symbol"": ""一"", ""meanings"": [""one"", ""one radical (no.1)""]}, {""symbol"": ""大"", ""meanings"": [""large"", ""big""]}, {""symbol"": ""二"", ""meanings"": [""two"", ""two radical (no. 7)""]}]",False,"[{""written_raw"": ""天気"", ""written_furigana"": ""{天気}(てんき)"", ""reading"": ""てんき"", ""meanings"": [""weather""]}]","{""level_map"": ""Bluskyo/JLPT_Vocabulary (Jonathan Waller/Tanos)"", ""dictionary"": ""KANJIDIC2"", ""components"": ""KRADFILE visible components""}"
n5-kanji-0071,N5,71,71,母,"[""mother""]","{""onyomi"": [""ボ""], ""kunyomi"": [""はは"", ""も""], ""nanori"": []}",5,2,570,[80],[],"[{""symbol"": ""毋"", ""meanings"": [""do not"", ""must not"", ""be not""]}]",False,"[{""written_raw"": ""お母さん"", ""written_furigana"": ""お{母}(かあ)さん"", ""reading"": ""おかあさん"", ""meanings"": [""mother (formal)""]}, {""written_raw"": ""母"", ""written_furigana"": ""{母}(はは)"", ""reading"": ""はは"", ""meanings"": [""(my) mother""]}, {""written_raw"": ""伯母さん"", ""written_furigana"": ""{伯母}(おば)さん"", ""reading"": ""おばさん"", ""meanings"": [""aunt""]}]","{""level_map"": ""Bluskyo/JLPT_Vocabulary (Jonathan Waller/Tanos)"", ""dictionary"": ""KANJIDIC2"", ""components"": ""KRADFILE visible components""}"
n5-kanji-0072,N5,72,72,火,"[""fire""]","{""onyomi"": [""カ""], ""kunyomi"": [""ひ"", ""-び"", ""ほ-""], ""nanori"": []}",4,1,574,[86],[],[],True,"[{""written_raw"": ""火曜日"", ""written_furigana"": ""{火曜日}(かようび)"", ""reading"": ""かようび"", ""meanings"": [""Tuesday""]}]","{""level_map"": ""Bluskyo/JLPT_Vocabulary (Jonathan Waller/Tanos)"", ""dictionary"": ""KANJIDIC2"", ""components"": ""KRADFILE visible components""}"
n5-kanji-0073,N5,73,73,右,"[""right""]","{""onyomi"": [""ウ"", ""ユウ""], ""kunyomi"": [""みぎ""], ""nanori"": [""あき"", ""すけ""]}",5,1,602,[30],[],"[{""symbol"": ""ノ"", ""meanings"": []}, {""symbol"": ""一"", ""meanings"": [""one"", ""one radical (no.1)""]}, {""symbol"": ""口"", ""meanings"": [""mouth""]}]",False,"[{""written_raw"": ""右"", ""written_furigana"": ""{右}(みぎ)"", ""reading"": ""みぎ"", ""meanings"": [""right hand side""]}]","{""level_map"": ""Bluskyo/JLPT_Vocabulary (Jonathan Waller/Tanos)"", ""dictionary"": ""KANJIDIC2"", ""components"": ""KRADFILE visible components""}"
n5-kanji-0074,N5,74,74,読,"[""read""]","{""onyomi"": [""ドク"", ""トク"", ""トウ""], ""kunyomi"": [""よ.む"", ""-よ.み""], ""nanori"": [""よみ""]}",14,2,618,[149],[],"[{""symbol"": ""言"", ""meanings"": [""say"", ""word""]}, {""symbol"": ""士"", ""meanings"": [""gentleman"", ""scholar"", ""samurai""]}, {""symbol"": ""儿"", ""meanings"": [""legs radical (no. 10)""]}, {""symbol"": ""冖"", ""meanings"": [""wa-shaped crown radical (no. 14)""]}]",False,"[{""written_raw"": ""読む"", ""written_furigana"": ""{読}(よ)む"", ""reading"": ""よむ"", ""meanings"": [""to read""]}]","{""level_map"": ""Bluskyo/JLPT_Vocabulary (Jonathan Waller/Tanos)"", ""dictionary"": ""KANJIDIC2"", ""components"": ""KRADFILE visible components""}"
n5-kanji-0075,N5,75,75,友,"[""friend""]","{""onyomi"": [""ユウ""], ""kunyomi"": [""とも""], ""nanori"": [""う"", ""ど"", ""ゆ""]}",4,2,622,[29],[],"[{""symbol"": ""ノ"", ""meanings"": []}, {""symbol"": ""一"", ""meanings"": [""one"", ""one radical (no.1)""]}, {""symbol"": ""又"", ""meanings"": [""or again"", ""furthermore"", ""on the other hand""]}]",False,"[{""written_raw"": ""友達"", ""written_furigana"": ""{友達}(ともだち)"", ""reading"": ""ともだち"", ""meanings"": [""friend""]}]","{""level_map"": ""Bluskyo/JLPT_Vocabulary (Jonathan Waller/Tanos)"", ""dictionary"": ""KANJIDIC2"", ""components"": ""KRADFILE visible components""}"
n5-kanji-0076,N5,76,76,左,"[""left""]","{""onyomi"": [""サ"", ""シャ""], ""kunyomi"": [""ひだり""], ""nanori"": [""そ""]}",5,1,630,[48],[],"[{""symbol"": ""ノ"", ""meanings"": []}, {""symbol"": ""一"", ""meanings"": [""one"", ""one radical (no.1)""]}, {""symbol"": ""工"", ""meanings"": [""craft"", ""construction"", ""katakana e radical (no. 48)""]}]",False,"[{""written_raw"": ""左"", ""written_furigana"": ""{左}(ひだり)"", ""reading"": ""ひだり"", ""meanings"": [""left hand side""]}]","{""level_map"": ""Bluskyo/JLPT_Vocabulary (Jonathan Waller/Tanos)"", ""dictionary"": ""KANJIDIC2"", ""components"": ""KRADFILE visible components""}"
n5-kanji-0077,N5,77,77,休,"[""rest"", ""day off"", ""retire"", ""sleep""]","{""onyomi"": [""キュウ""], ""kunyomi"": [""やす.む"", ""やす.まる"", ""やす.める""], ""nanori"": []}",6,1,642,[9],[],"[{""symbol"": ""化"", ""meanings"": [""change"", ""take the form of"", ""influence""]}, {""symbol"": ""木"", ""meanings"": [""tree"", ""wood""]}]",False,"[{""written_raw"": ""休み"", ""written_furigana"": ""{休}(やす)み"", ""reading"": ""やすみ"", ""meanings"": [""holiday"", ""day off"", ""absence""]}, {""written_raw"": ""夏休み"", ""written_furigana"": ""{夏休}(なつやす)み"", ""reading"": ""なつやすみ"", ""meanings"": [""summer vacation""]}, {""written_raw"": ""休む"", ""written_furigana"": ""{休}(やす)む"", ""reading"": ""やすむ"", ""meanings"": [""to rest"", ""to have a break"", ""to get time off""]}]","{""level_map"": ""Bluskyo/JLPT_Vocabulary (Jonathan Waller/Tanos)"", ""dictionary"": ""KANJIDIC2"", ""components"": ""KRADFILE visible components""}"
n5-kanji-0078,N5,78,78,父,"[""father""]","{""onyomi"": [""フ""], ""kunyomi"": [""ちち""], ""nanori"": []}",4,2,646,[88],[],[],True,"[{""written_raw"": ""お父さん"", ""written_furigana"": ""お{父}(とう)さん"", ""reading"": ""おとうさん"", ""meanings"": [""father (formal)""]}, {""written_raw"": ""父"", ""written_furigana"": ""{父}(ちち)"", ""reading"": ""ちち"", ""meanings"": [""(my) father""]}, {""written_raw"": ""伯父"", ""written_furigana"": ""{伯父}(おじさん)"", ""reading"": ""おじさん"", ""meanings"": [""uncle"", ""middle-aged man""]}]","{""level_map"": ""Bluskyo/JLPT_Vocabulary (Jonathan Waller/Tanos)"", ""dictionary"": ""KANJIDIC2"", ""components"": ""KRADFILE visible components""}"
n5-kanji-0079,N5,79,79,雨,"[""rain""]","{""onyomi"": [""ウ""], ""kunyomi"": [""あめ"", ""あま-"", ""-さめ""], ""nanori"": []}",8,1,950,[173],[],[],True,"[{""written_raw"": ""雨"", ""written_furigana"": ""{雨}(あめ)"", ""reading"": ""あめ"", ""meanings"": [""rain""]}]","{""level_map"": ""Bluskyo/JLPT_Vocabulary (Jonathan Waller/Tanos)"", ""dictionary"": ""KANJIDIC2"", ""components"": ""KRADFILE visible components""}"
