id,level,order,source_order,curriculum,written,reading,meanings,parts_of_speech,common,examples,provenance
n5-vocab-0447,N5,447,190,"{""genki_lesson"": null}","{""primary"": ""黄色"", ""variants"": [""黄色""], ""without_furigana"": ""黄色"", ""with_furigana"": ""{黄色}(きいろ)"", ""lookup_text"": ""黄色""}","{""primary"": ""きいろ"", ""variants"": [""きいろ""], ""source_text"": ""きいろ""}","[""yellow""]","[{""code"": ""n"", ""label"": ""noun (common) (futsuumeishi)""}, {""code"": ""adj-no"", ""label"": ""nouns which may take the genitive case particle 'no'""}, {""code"": ""adj-na"", ""label"": ""adjectival nouns or quasi-adjectives (keiyodoshi)""}]",True,"[{""japanese_raw"": ""床は緑色に塗られていたが、一方壁は黄色だった。"", ""japanese_furigana"": ""<furigana>床は緑色に塗られていたが、一方壁は黄色だった。</furigana>"", ""english"": ""The floor was painted green, while the walls were yellow."", ""source"": ""tatoeba"", ""source_id"": ""146465""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""c$:@4*e3c*"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1576760"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0448,N5,448,191,"{""genki_lesson"": null}","{""primary"": ""黄色い"", ""variants"": [""黄色い""], ""without_furigana"": ""黄色い"", ""with_furigana"": ""<furigana>黄色い</furigana>"", ""lookup_text"": ""黄色い""}","{""primary"": ""きいろい"", ""variants"": [""きいろい""], ""source_text"": ""きいろい""}","[""yellow""]","[{""code"": ""adj-i"", ""label"": ""adjective (keiyoushi)""}]",True,"[{""japanese_raw"": ""秋になると葉は黄色くなる。"", ""japanese_furigana"": ""<furigana>秋になると葉は黄色くなる。</furigana>"", ""english"": ""In autumn the leaves turn yellow."", ""source"": ""tatoeba"", ""source_id"": ""148215""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""yw~rIwG)7I"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1182030"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0449,N5,449,193,"{""genki_lesson"": null}","{""primary"": ""聞く"", ""variants"": [""聞く""], ""without_furigana"": ""聞く"", ""with_furigana"": ""{聞}(き)く"", ""lookup_text"": ""聞く""}","{""primary"": ""きく"", ""variants"": [""きく""], ""source_text"": ""きく""}","[""to hear"", ""to listen"", ""to ask""]","[{""code"": ""v5k"", ""label"": ""Godan verb with 'ku' ending""}, {""code"": ""vt"", ""label"": ""transitive verb""}]",True,"[{""japanese_raw"": ""音楽が好きで、毎日聴いています。"", ""japanese_furigana"": ""<furigana>音楽が好きで、毎日聴いています。</furigana>"", ""english"": ""I like music, and I listen to it every day."", ""source"": ""tatoeba"", ""source_id"": ""191816""}, {""japanese_raw"": ""一番のチャンネルで英語が、７番のチャンネルでは日本語がお聞きになれます。"", ""japanese_furigana"": ""<furigana>一番のチャンネルで英語が、７番のチャンネルでは日本語がお聞きになれます。</furigana>"", ""english"": ""You can hear English on Channel 1, and Japanese on Channel 7."", ""source"": ""tatoeba"", ""source_id"": ""190130""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""CbCe+?lSS("", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1591110"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0450,N5,450,194,"{""genki_lesson"": null}","{""primary"": ""北"", ""variants"": [""北""], ""without_furigana"": ""北"", ""with_furigana"": ""{北}(きた)"", ""lookup_text"": ""北""}","{""primary"": ""きた"", ""variants"": [""きた""], ""source_text"": ""きた""}","[""north""]","[{""code"": ""n"", ""label"": ""noun (common) (futsuumeishi)""}]",True,"[{""japanese_raw"": ""船はまっすぐ北に向かっている。"", ""japanese_furigana"": ""<furigana>船はまっすぐ北に向かっている。</furigana>"", ""english"": ""The ship is bearing due north."", ""source"": ""tatoeba"", ""source_id"": ""141143""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""c_4*(T~qY|"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1520670"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0451,N5,451,201,"{""genki_lesson"": null}","{""primary"": ""九"", ""variants"": [""九""], ""without_furigana"": ""九"", ""with_furigana"": ""{九}(きゅう)"", ""lookup_text"": ""九""}","{""primary"": ""きゅう"", ""variants"": [""きゅう""], ""source_text"": ""きゅう""}","[""nine""]","[{""code"": ""num"", ""label"": ""numeric""}]",True,"[{""japanese_raw"": ""彼は「九時だ」と言った。"", ""japanese_furigana"": ""<furigana>彼は「九時だ」と言った。</furigana>"", ""english"": ""He said, \""It's nine o'clock.\"""", ""source"": ""tatoeba"", ""source_id"": ""108121""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""PCz+i!/c^t"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1578150"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0452,N5,452,202,"{""genki_lesson"": null}","{""primary"": ""牛肉"", ""variants"": [""牛肉""], ""without_furigana"": ""牛肉"", ""with_furigana"": ""{牛肉}(ぎゅうにく)"", ""lookup_text"": ""牛肉""}","{""primary"": ""ぎゅうにく"", ""variants"": [""ぎゅうにく""], ""source_text"": ""ぎゅうにく""}","[""beef""]","[{""code"": ""n"", ""label"": ""noun (common) (futsuumeishi)""}]",True,"[{""japanese_raw"": ""私の好みはどちらかというと牛肉ですね。"", ""japanese_furigana"": ""<furigana>私の好みはどちらかというと牛肉ですね。</furigana>"", ""english"": ""I have a predilection for beef."", ""source"": ""tatoeba"", ""source_id"": ""163655""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""HN>QIS,sa)"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1231580"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0453,N5,453,205,"{""genki_lesson"": null}","{""primary"": ""教室"", ""variants"": [""教室""], ""without_furigana"": ""教室"", ""with_furigana"": ""{教室}(きょうしつ)"", ""lookup_text"": ""教室""}","{""primary"": ""きょうしつ"", ""variants"": [""きょうしつ""], ""source_text"": ""きょうしつ""}","[""classroom""]","[{""code"": ""n"", ""label"": ""noun (common) (futsuumeishi)""}]",True,"[{""japanese_raw"": ""教室は生徒でいっぱいだった。"", ""japanese_furigana"": ""<furigana>教室は生徒でいっぱいだった。</furigana>"", ""english"": ""The classroom was full of pupils."", ""source"": ""tatoeba"", ""source_id"": ""180166""}, {""japanese_raw"": ""ＬＬ教室を使ってもよいですか。"", ""japanese_furigana"": ""<furigana>ＬＬ教室を使ってもよいですか。</furigana>"", ""english"": ""May we use the language lab?"", ""source"": ""tatoeba"", ""source_id"": ""234825""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""jd>*%:rgPV"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1237150"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0454,N5,454,208,"{""genki_lesson"": null}","{""primary"": ""嫌い"", ""variants"": [""嫌い""], ""without_furigana"": ""嫌い"", ""with_furigana"": ""{嫌}(きら)い"", ""lookup_text"": ""嫌い""}","{""primary"": ""きらい"", ""variants"": [""きらい""], ""source_text"": ""きらい""}","[""dislike""]","[{""code"": ""adj-na"", ""label"": ""adjectival nouns or quasi-adjectives (keiyodoshi)""}, {""code"": ""n"", ""label"": ""noun (common) (futsuumeishi)""}]",True,"[{""japanese_raw"": ""ジムくんは行き過ぎの嫌いがある。"", ""japanese_furigana"": ""<furigana>ジムくんは行き過ぎの嫌いがある。</furigana>"", ""english"": ""Jim tends to go too far."", ""source"": ""tatoeba"", ""source_id"": ""76676""}, {""japanese_raw"": ""「あなたは仕事が気に入っていると思います」「いやそれどころか、嫌いです」"", ""japanese_furigana"": ""<furigana>「あなたは仕事が気に入っていると思います」「いやそれどころか、嫌いです」</furigana>"", ""english"": ""\""I think you like your job.\"" \""On the contrary, I hate it.\"""", ""source"": ""tatoeba"", ""source_id"": ""237276""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""qw1}y,Um4C"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1257240"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0455,N5,455,211,"{""genki_lesson"": null}","{""primary"": ""綺麗"", ""variants"": [""綺麗""], ""without_furigana"": ""綺麗"", ""with_furigana"": ""{綺麗}(きれい)"", ""lookup_text"": ""綺麗""}","{""primary"": ""きれい"", ""variants"": [""きれい""], ""source_text"": ""きれい""}","[""pretty"", ""clean"", ""tidy""]","[{""code"": ""adj-na"", ""label"": ""adjectival nouns or quasi-adjectives (keiyodoshi)""}]",True,"[{""japanese_raw"": ""この辺りは空気がきれいだよ。"", ""japanese_furigana"": ""<furigana>この辺りは空気がきれいだよ。</furigana>"", ""english"": ""The air is pure around here."", ""source"": ""tatoeba"", ""source_id"": ""224022""}, {""japanese_raw"": ""この芋虫がきれいな蝶になるのだ。"", ""japanese_furigana"": ""<furigana>この芋虫がきれいな蝶になるのだ。</furigana>"", ""english"": ""This caterpillar will become a beautiful butterfly."", ""source"": ""tatoeba"", ""source_id"": ""222945""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""y:f/R>36c4"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1591900"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0456,N5,456,212,"{""genki_lesson"": null}","{""primary"": ""キロ"", ""variants"": [""キロ"", ""キログラム""], ""without_furigana"": ""キロ"", ""with_furigana"": ""キロ"", ""lookup_text"": ""キロ""}","{""primary"": ""キロ"", ""variants"": [""キロ"", ""キログラム""], ""source_text"": ""キロ; キログラム""}","[""(abbr.) kilo (kilogram)""]","[{""code"": ""pref"", ""label"": ""prefix""}, {""code"": ""n"", ""label"": ""noun (common) (futsuumeishi)""}]",True,"[{""japanese_raw"": ""この車は時速６０キロで走っている。"", ""japanese_furigana"": ""<furigana>この車は時速６０キロで走っている。</furigana>"", ""english"": ""This car is going 60km an hour."", ""source"": ""tatoeba"", ""source_id"": ""221393""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""v,MI,fa=Pd"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1042610"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0457,N5,457,213,"{""genki_lesson"": null}","{""primary"": ""キロ"", ""variants"": [""キロ"", ""キロメートル""], ""without_furigana"": ""キロ"", ""with_furigana"": ""キロ"", ""lookup_text"": ""キロ""}","{""primary"": ""キロ"", ""variants"": [""キロ"", ""キロメートル""], ""source_text"": ""キロ; キロメートル""}","[""(abbr.) kilo (kilometer)""]","[{""code"": ""pref"", ""label"": ""prefix""}, {""code"": ""n"", ""label"": ""noun (common) (futsuumeishi)""}]",True,"[{""japanese_raw"": ""この車は時速６０キロで走っている。"", ""japanese_furigana"": ""<furigana>この車は時速６０キロで走っている。</furigana>"", ""english"": ""This car is going 60km an hour."", ""source"": ""tatoeba"", ""source_id"": ""221393""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""I+%u|o<M9)"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1042610"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0458,N5,458,216,"{""genki_lesson"": null}","{""primary"": ""九"", ""variants"": [""九""], ""without_furigana"": ""九"", ""with_furigana"": ""{九}(く)"", ""lookup_text"": ""九""}","{""primary"": ""く"", ""variants"": [""く""], ""source_text"": ""く""}","[""nine""]","[{""code"": ""num"", ""label"": ""numeric""}]",True,"[{""japanese_raw"": ""彼は「九時だ」と言った。"", ""japanese_furigana"": ""<furigana>彼は「九時だ」と言った。</furigana>"", ""english"": ""He said, \""It's nine o'clock.\"""", ""source"": ""tatoeba"", ""source_id"": ""108121""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""J.@??p5!Es"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1578150"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0459,N5,459,218,"{""genki_lesson"": null}","{""primary"": ""下さい"", ""variants"": [""下さい""], ""without_furigana"": ""下さい"", ""with_furigana"": ""{下}(くだ)さい"", ""lookup_text"": ""下さい""}","{""primary"": ""ください"", ""variants"": [""ください""], ""source_text"": ""ください""}","[""(with te-form verb) please do for me""]","[{""code"": ""exp"", ""label"": ""expressions (phrases, clauses, etc.)""}]",True,"[{""japanese_raw"": ""熱いココアを下さい。"", ""japanese_furigana"": ""<furigana>熱いココアを下さい。</furigana>"", ""english"": ""I'd like to have some hot chocolate."", ""source"": ""tatoeba"", ""source_id"": ""121917""}, {""japanese_raw"": ""あなたの切手帳を見せてください。"", ""japanese_furigana"": ""<furigana>あなたの切手帳を見せてください。</furigana>"", ""english"": ""Please show me your stamp album."", ""source"": ""tatoeba"", ""source_id"": ""233124""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""wZXS53y~A"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1184270"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0460,N5,460,219,"{""genki_lesson"": null}","{""primary"": ""果物"", ""variants"": [""果物""], ""without_furigana"": ""果物"", ""with_furigana"": ""{果物}(くだもの)"", ""lookup_text"": ""果物""}","{""primary"": ""くだもの"", ""variants"": [""くだもの""], ""source_text"": ""くだもの""}","[""fruit""]","[{""code"": ""n"", ""label"": ""noun (common) (futsuumeishi)""}]",True,"[{""japanese_raw"": ""彼は果物の他何も食べない。"", ""japanese_furigana"": ""<furigana>彼は果物の他何も食べない。</furigana>"", ""english"": ""He eats nothing else but fruit."", ""source"": ""tatoeba"", ""source_id"": ""109207""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""ff8}}%,}l0"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1193060"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0461,N5,461,220,"{""genki_lesson"": null}","{""primary"": ""口"", ""variants"": [""口""], ""without_furigana"": ""口"", ""with_furigana"": ""{口}(くち)"", ""lookup_text"": ""口""}","{""primary"": ""くち"", ""variants"": [""くち""], ""source_text"": ""くち""}","[""job opening"", ""mouth""]","[{""code"": ""n"", ""label"": ""noun (common) (futsuumeishi)""}, {""code"": ""suf"", ""label"": ""suffix""}, {""code"": ""ctr"", ""label"": ""counter""}]",True,"[{""japanese_raw"": ""あの人は口と腹が反対だ。"", ""japanese_furigana"": ""<furigana>あの人は口と腹が反対だ。</furigana>"", ""english"": ""He says one thing and means another."", ""source"": ""tatoeba"", ""source_id"": ""230723""}, {""japanese_raw"": ""あの仕事の口はまだあるよ。"", ""japanese_furigana"": ""<furigana>あの仕事の口はまだあるよ。</furigana>"", ""english"": ""The job offer still stands."", ""source"": ""tatoeba"", ""source_id"": ""230989""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""ODcS@5Ag5;"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1275640"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0462,N5,462,225,"{""genki_lesson"": null}","{""primary"": ""曇る"", ""variants"": [""曇る""], ""without_furigana"": ""曇る"", ""with_furigana"": ""{曇}(くも)る"", ""lookup_text"": ""曇る""}","{""primary"": ""くもる"", ""variants"": [""くもる""], ""source_text"": ""くもる""}","[""to become cloudy"", ""to become dim""]","[{""code"": ""v5r"", ""label"": ""Godan verb with 'ru' ending""}, {""code"": ""vi"", ""label"": ""intransitive verb""}]",True,"[{""japanese_raw"": ""今日は曇っている。"", ""japanese_furigana"": ""<furigana>今日は曇っている。</furigana>"", ""english"": ""It is cloudy today."", ""source"": ""tatoeba"", ""source_id"": ""171528""}, {""japanese_raw"": ""突然、空が曇ってきた。"", ""japanese_furigana"": ""<furigana>突然、空が曇ってきた。</furigana>"", ""english"": ""All of a sudden, it became cloudy."", ""source"": ""tatoeba"", ""source_id"": ""123352""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""h68<#-5u4*"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1457560"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0463,N5,463,226,"{""genki_lesson"": null}","{""primary"": ""暗い"", ""variants"": [""暗い""], ""without_furigana"": ""暗い"", ""with_furigana"": ""{暗}(くら)い"", ""lookup_text"": ""暗い""}","{""primary"": ""くらい"", ""variants"": [""くらい""], ""source_text"": ""くらい""}","[""dark"", ""gloomy""]","[{""code"": ""adj-i"", ""label"": ""adjective (keiyoushi)""}]",True,"[{""japanese_raw"": ""あたりがもう暗くなっていることに気がついた。"", ""japanese_furigana"": ""<furigana>あたりがもう暗くなっていることに気がついた。</furigana>"", ""english"": ""I observed that it had already got dark."", ""source"": ""tatoeba"", ""source_id"": ""234367""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""l[W6inIL/c"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1154330"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0464,N5,464,227,"{""genki_lesson"": null}","{""primary"": ""〜くらい"", ""variants"": [""〜くらい"", ""ぐらい""], ""without_furigana"": ""〜くらい"", ""with_furigana"": ""〜くらい"", ""lookup_text"": ""くらい""}","{""primary"": ""〜くらい"", ""variants"": [""〜くらい"", ""ぐらい""], ""source_text"": ""～くらい; ぐらい""}","[""approximate (quantity)""]","[{""code"": ""adj-i"", ""label"": ""adjective (keiyoushi)""}]",True,"[{""japanese_raw"": ""あたりがもう暗くなっていることに気がついた。"", ""japanese_furigana"": ""<furigana>あたりがもう暗くなっていることに気がついた。</furigana>"", ""english"": ""I observed that it had already got dark."", ""source"": ""tatoeba"", ""source_id"": ""234367""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""i|aE4l1U6h"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1154330"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0465,N5,465,229,"{""genki_lesson"": null}","{""primary"": ""グラム"", ""variants"": [""グラム""], ""without_furigana"": ""グラム"", ""with_furigana"": ""グラム"", ""lookup_text"": ""グラム""}","{""primary"": ""グラム"", ""variants"": [""グラム""], ""source_text"": ""グラム""}","[""gram""]","[{""code"": ""n"", ""label"": ""noun (common) (futsuumeishi)""}]",True,"[{""japanese_raw"": ""このジャムの正味重量は２００グラムです。"", ""japanese_furigana"": ""<furigana>このジャムの正味重量は２００グラムです。</furigana>"", ""english"": ""The net weight of this jam is 200 grams."", ""source"": ""tatoeba"", ""source_id"": ""223687""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""wf@~Kdx9Mo"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1046810"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0466,N5,466,230,"{""genki_lesson"": null}","{""primary"": ""来る"", ""variants"": [""来る""], ""without_furigana"": ""来る"", ""with_furigana"": ""{来}(く)る"", ""lookup_text"": ""来る""}","{""primary"": ""くる"", ""variants"": [""くる""], ""source_text"": ""くる""}","[""to come""]","[{""code"": ""vk"", ""label"": ""Kuru verb - special class""}, {""code"": ""vi"", ""label"": ""intransitive verb""}, {""code"": ""aux-v"", ""label"": ""auxiliary verb""}]",True,"[{""japanese_raw"": ""１０時までに来ます。"", ""japanese_furigana"": ""<furigana>１０時までに来ます。</furigana>"", ""english"": ""I'll come by 10."", ""source"": ""tatoeba"", ""source_id"": ""236043""}, {""japanese_raw"": ""私の父は私に、ぜひそこを見てくるようにといった。"", ""japanese_furigana"": ""<furigana>私の父は私に、ぜひそこを見てくるようにといった。</furigana>"", ""english"": ""My father insisted that I should go to see the place."", ""source"": ""tatoeba"", ""source_id"": ""162829""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""t8%I(!NKuq"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1547720"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0467,N5,467,232,"{""genki_lesson"": null}","{""primary"": ""黒"", ""variants"": [""黒""], ""without_furigana"": ""黒"", ""with_furigana"": ""{黒}(くろ)"", ""lookup_text"": ""黒""}","{""primary"": ""くろ"", ""variants"": [""くろ""], ""source_text"": ""くろ""}","[""black""]","[{""code"": ""n"", ""label"": ""noun (common) (futsuumeishi)""}, {""code"": ""adj-no"", ""label"": ""nouns which may take the genitive case particle 'no'""}]",True,"[{""japanese_raw"": ""２匹犬を飼っているが、１匹は白でもう１匹は黒だ。"", ""japanese_furigana"": ""<furigana>２匹犬を飼っているが、１匹は白でもう１匹は黒だ。</furigana>"", ""english"": ""I have two dogs. One is white and the other black."", ""source"": ""tatoeba"", ""source_id"": ""235399""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""eM3bqzySWE"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1287410"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0468,N5,468,234,"{""genki_lesson"": null}","{""primary"": ""警官"", ""variants"": [""警官""], ""without_furigana"": ""警官"", ""with_furigana"": ""{警官}(けいかん)"", ""lookup_text"": ""警官""}","{""primary"": ""けいかん"", ""variants"": [""けいかん""], ""source_text"": ""けいかん""}","[""police officer""]","[{""code"": ""n"", ""label"": ""noun (common) (futsuumeishi)""}]",True,"[{""japanese_raw"": ""２０人の警官が現場に現れた。"", ""japanese_furigana"": ""<furigana>２０人の警官が現場に現れた。</furigana>"", ""english"": ""Twenty police have arrived on the scene."", ""source"": ""tatoeba"", ""source_id"": ""235580""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""r|k<lg[-^X"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1252330"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0469,N5,469,236,"{""genki_lesson"": null}","{""primary"": ""消す"", ""variants"": [""消す""], ""without_furigana"": ""消す"", ""with_furigana"": ""{消}(け)す"", ""lookup_text"": ""消す""}","{""primary"": ""けす"", ""variants"": [""けす""], ""source_text"": ""けす""}","[""to erase"", ""to delete"", ""to turn off power""]","[{""code"": ""v5s"", ""label"": ""Godan verb with 'su' ending""}, {""code"": ""vt"", ""label"": ""transitive verb""}]",True,"[{""japanese_raw"": ""寝る前に電気を消してください。"", ""japanese_furigana"": ""<furigana>寝る前に電気を消してください。</furigana>"", ""english"": ""Turn off the light before you go to bed."", ""source"": ""tatoeba"", ""source_id"": ""145648""}, {""japanese_raw"": ""私はお前を消せと命令されている。"", ""japanese_furigana"": ""<furigana>私はお前を消せと命令されている。</furigana>"", ""english"": ""I have orders to waste you."", ""source"": ""tatoeba"", ""source_id"": ""161232""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""kyBQ8>]kOz"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1350110"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0470,N5,470,237,"{""genki_lesson"": null}","{""primary"": ""結構"", ""variants"": [""結構""], ""without_furigana"": ""結構"", ""with_furigana"": ""{結構}(けっこう)"", ""lookup_text"": ""結構""}","{""primary"": ""けっこう"", ""variants"": [""けっこう""], ""source_text"": ""けっこう""}","[""splendid"", ""enough"", ""tolerably""]","[{""code"": ""adj-na"", ""label"": ""adjectival nouns or quasi-adjectives (keiyodoshi)""}, {""code"": ""adv"", ""label"": ""adverb (fukushi)""}, {""code"": ""n"", ""label"": ""noun (common) (futsuumeishi)""}]",True,"[{""japanese_raw"": ""どちらの日でも結構です。"", ""japanese_furigana"": ""<furigana>どちらの日でも結構です。</furigana>"", ""english"": ""Either day is OK."", ""source"": ""tatoeba"", ""source_id"": ""200732""}, {""japanese_raw"": ""彼女の髪の毛は結構短い。"", ""japanese_furigana"": ""<furigana>彼女の髪の毛は結構短い。</furigana>"", ""english"": ""The woman's hair is quite short."", ""source"": ""tatoeba"", ""source_id"": ""94079""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""OhYc[d+;sX"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1254760"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0471,N5,471,238,"{""genki_lesson"": null}","{""primary"": ""結婚"", ""variants"": [""結婚""], ""without_furigana"": ""結婚"", ""with_furigana"": ""{結婚}(けっこん)"", ""lookup_text"": ""結婚""}","{""primary"": ""けっこん"", ""variants"": [""けっこん""], ""source_text"": ""けっこん (する)""}","[""marriage (get married)""]","[{""code"": ""n"", ""label"": ""noun (common) (futsuumeishi)""}, {""code"": ""vs"", ""label"": ""noun or participle which takes the aux. verb suru""}, {""code"": ""vi"", ""label"": ""intransitive verb""}]",True,"[{""japanese_raw"": ""結婚の申し込みが殺到した。"", ""japanese_furigana"": ""<furigana>結婚の申し込みが殺到した。</furigana>"", ""english"": ""Marriage proposals flooded in."", ""source"": ""tatoeba"", ""source_id"": ""175753""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""yoFb9mQ>xx"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1254790"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0472,N5,472,240,"{""genki_lesson"": null}","{""primary"": ""玄関"", ""variants"": [""玄関""], ""without_furigana"": ""玄関"", ""with_furigana"": ""{玄関}(げんかん)"", ""lookup_text"": ""玄関""}","{""primary"": ""げんかん"", ""variants"": [""げんかん""], ""source_text"": ""げんかん""}","[""entrance (to a house or a building)""]","[{""code"": ""n"", ""label"": ""noun (common) (futsuumeishi)""}]",True,"[{""japanese_raw"": ""トムが玄関にいるのでなかに入るように言ってください。"", ""japanese_furigana"": ""<furigana>トムが玄関にいるのでなかに入るように言ってください。</furigana>"", ""english"": ""Tom is at the door. Please ask him in."", ""source"": ""tatoeba"", ""source_id"": ""200215""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""nzna3U1d%4"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1263400"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
